comment,label
hàng mẫu đẹp nhưng phải cận thận khi kéo nếu ko sẽ bị xước bề măth,0
giá cũng không rẻ nhưng chất lượng tốt mua cũng đáng tiền vải mềm mại chất vải sờ mát rất hài lòng ủng hộ brand này sẽ còn mua thêm 1 số sản phẩm khác,1
chất lượng gương tốt hình ảnh thật độ sáng cao,1
giá như biết đến cuốn này sớm hơn,1
uki,1
đánh giá không tính điểm shipper nói chuyện thô lỗ k xuống xe giao hàng mà ngồi trên xe đẩy hàng xuống vứt hàng giữ trời nắng rồi bỏ đi,-1
giao ha ng nhanh shipper thân thiê n đo ng go i câ n thâ n,1
hàng mua từ tiki luôn được đóng gói cẩn thận giao rất nhanh đội ngũ nhân viên giao hàng thân thiện cafe ngon,1
giao hàng nhanh chất vải co giãn mịn màng rất hài lòng,1
đã dùng hơn tuần nay giờ mới viết đánh giá chất lượng âm thanh rất tốt bắt bluetooth nhanh mượt shop chủ động inbox hướng dẫn sử dụng tiki giao hàng nhanh trong vòng 2h nói chung quá hài lòng cho một sản phẩm chỉ hơn 300k,1
máy samsung tab a9 chính hãng rất tốt trong tầm giá,1
không giống như hình đế thấp hơn ca đựng cam mỏng và rất dễ vỡ sẽ bỏ luôn máy,-1
tốt hay,1
bình đẹp đưng đá và nước đầy bình và đậy kín nắp 48h sau vẫn còn vài cục đá giữ nóng mới thử 5h nhưng vẫn rất nóng nhiều đánh giá dễ tróc sơn nếu k để rớt và va đập thì cũng giữ sơn khá lâu đó tuy nhiên bình được sản xuất tại trung quốc vn có nhà máy sản xuất lock and lock mà,1
sản phẩm chính hãng đóng gói kỹ càng giao hàng nhanh,1
một bài hát mới do massivemusic sáng tác đã được sáng tác để bắt đầu mùa giải 2018 19 bản nhạc này hiện cũng đang được sử dụng tại uefa europa conference league,1
mua về không sử dụng đc có đổi được sản phẩm không,-1
bình đẹp chắc chắn đúng quảng cáo,1
sản phẩm đúng như quảng cái,1
chuột lỗi di chuyển không được gì hết,-1
sách rất đẹp,1
sản phẩm rất đáng mua,1
giao hàng nhanh bao bì cẩn thận dùng rất thích,1
dùng thử thấy cũng đượctốc độ cũng bình thường,0
hàng đẹp đúng hiệu shop làm ăn oke,1
dùng tốt so với các shop rẻ hơn,1
giao hàng nhanh đóng gói cẩn thận sản phẩm rất đẹp,1
quá thất vọng không phải hàng chính hãng giấy bảo hành giả trên sản phẩm không tem mác không bao giờ mua kiti nữa,-1
mới mua đã hư không xài được,-1
chất vải mát lạnh,1
áo quá ngắn không mặc được,-1
khung chắc chắn đẹp,1
bình cầm chắc tay giữ nhiệt tốt hình thức đẹp điểm trừ duy nhất là lớp sơn rất dễ bong tróc tổng thể thì sản phẩm ok,1
hàng ko được điểm nào ban để có hàng giao cho khác 1d,-1
hàng đẹp mà mua được mấy bữa nay lấy ra dùng thì cái nắp bị rụng shop đổi hàng mới giúp vs nhé,-1
chưa ăn nhưng nhận hàng như hình ảnh giới thiệu lại mới sản xuất nên rất hài lòng,0
ship nhanh sách đẹp nhưng dịch tệ như gg dịch,-1
sữa rửa mặt này là hàng giả,-1
sản phẩm không tốt không co giãn mặt khá nóng,-1
loa bị rè rè kg thể đàm thoại,-1
không giông hang cua kagaru,0
ngại nhắm,1
chất lượng tốt đống gói cẩn thận,1
tiki giáo hàng nhanh trước dự kiến sản phẩm tốt mình mua ngay đợt khuyến mãi có thêm quà tặng kèm rất thích cảm ơn tiki sẽ tiếp tục ủng hộ lần sau,1
nội dung cũng ok nhưng cách vào vấn đề hơi dài dòng vòng vo muốn pr nhiều hơn là tập trung vào vấn đề chính có những nội dung như bị trùng lặp không được như mong đợi như những đánh giá và lời tựa của sách mang lại,-1
tiếp tục ủng hộ shop,1
bình đẹp chắc chắn giao hàng nhanh có tem chính hãng,1
hàng chắc chắn dùng màn 34inh khá ok tiếc mỗi cái do màn to hơi nặng nên phần cổ ko ngẩng lên cao được,1
chuột bị xước phần mặt dưới như là đã bị sử dụng qua,-1
ok nhưng không có lock lock sản xuất tại vũng tàu,0
cũng được so với giá này cũng được,0
xịn lắm ạ oke shop,1
bấm trả hàng hoàn tiền nhưng không xử lý quà tặng lúc mua có nhưng đến lúc mua xong nhắn tin kêu không có cũng ko bù cho khách hàng cái khác không trừ phí ship,-1
hộp sữa bị móp bên trong không bị ảnh hưởng nên không sao hạn sử dụng còn dài,0
balo bên ngoài nhìn đẹp và chắc chắn đẹp lắm ahop ơi hihi,1
khi mua đang trong thời gian khuyến mãi có tặng bàn chải điện nhưng khi giao hàng lại ko thấy,-1
đã đọc hết thật sự là quá hay lần đầu đọc 1 cuốn sách có liên quan đến nhân vật lịch sử mà cuốn như vậy mình thích lối gần gũi dễ hiểu như vậy,1
nội dung bổ ích trang bị cho chúng ta một nguyên tắc kỷ luật bản thân có kế hoạch chương trình cụ thể,1
giao hàng là chuột cũ mã seri trên chuột và vỏ khác nhau chắc chắn đã đc được sử dụng vì chuột cũng đã bị trầy,-1
sản phẩm đẹp đóng gói cẩn thận giao hàng nhanh,1
vải mát có giãn tốt ưng lắm nha cho shop 5 sao,1
đánh giá không tính điểm giao hàng nhanh nhưng gói hàng không cẩn thận sách thì không có seal không gài thêm xốp vào hộp nên sách chắc bị văng lung tung trong hộp trong lúc vận chuyển nhận được thấy gáy bị hỏng mình rất buồn,-1
tikinow giao hàng nhanh chóng bình to đẹp lắm ạ,1
máy xài tốt mạnh hơi thất vọng cái lưỡi dao không tháo ra vệ sinh được lắp cối vào máy đúng khớp máy mới hoạt động phải mạnh tay mới lấy cối ra được,0
dùng tốt tiện lợi vắt nhanh mà xuống cả tép cam nữa đỡ mất sức,1
sp rất đẹp lớp sơn thì do mình treo ở xe nên có bị tróc mình mua cái này là cái thứ hai mua giùm cho bạn vì nó ưng của mình quá 800ml dùng thích nước để qua ngày vẫn còn ấm,1
lúc đầu dùng tốt 1 thời gian hình như đốt nóng hôi mùi nhựa không hiểu lý do,-1
ấm nấu nước không tự ngắt tay cầm nóng không cầm được mới nhận hàng tức thì,-1
sách đọc rất hay,1
tiki dối khách hàng mua hàng xong không hoàn astra,-1
quá chậm đặt hàng 5 2 9 2 mới giao,-1
mỗi lần dùng cần 2 bình nước máy pin khá trâu mình dùng hơn tuần mới phải sạc chế độ pulse là vừa có thể chỉnh yếu hơn nữa cho trẻ em,1
hài lòng lắm lun,1
sản phẩm rất tốt chắc chắn,1
giao hàng nhanh đặt hôm qua hôm nay nhận được hàng siêu bất ngờ sách ổn không có bất cứ hư hại nào nếu được bao bìa nữa thì perfect ạ,-1
không có hàng khuyến mãi tặng kèm,-1
cảm ơn các bạn giao hàng rất nhiệt tình sản phẩm tốt,1
dùng khoảng 3 lần đã thấy hiệu quả rõ rệt,1
sản phẩm thực tế nhận kiểu dáng thụng chứ ko bo người như ảnh ko thích,-1
sản phẩm phú hợp với giá tiền rất đẹp dung tích phù hợp với chức năng sử dụng có vài điểm là nắp bình không thể dùng làm cốc luôn và dây quai cố định không cho tự chỉnh d nhưng sản phẩm vẫn rất tuyệt,1
giao nhầm cho mình miếng dán ipx rồi shop mình đổi được ko shop,-1
sản phẩm cực tốt nha ae,1
hàng đẹp giống hình ok shop mình rất hài lòng,1
chất liệu chắc chắn hơi khó lắp vì lần đầu cho qen nhưng lắp xong thì sử dụng dễ dàng và tiện lợi,1
rat đẹp tốt giao hàng nhanh đóng gói cẩn thận,1
bình đẹp nắp lọc bằng inox nên mình khá thích,1
giáo hàng nhanh đóng gói kỹ shop tư vấn nhiệt tình chất lượng vải cũng như đường may tốt 5,1
vừa mua thì mất nên cho 1 sao,-1
chờ shop đổi hàng giao nhầm,-1
mặc vừa thỏai mái tạm ổn,0
máy khá yếu tốc độ vắt ko như kỳ vọng vẫn còn phải dùng lực tay nhiều để ép cam xuống nước,-1
mới mua xong hình ảnh thực thế không giống trong hình số serial trên hộp với trên chuột không giống nha làm ăn,-1
kích thước bị hạn chế ko như thông tin sản phẩm,-1
shop ơi có camera thôi không có thẻ nhớ 32 gd còn thiếu cái thẻ nhớ 32 ghi nữa shop ơi nhơn,-1
đóng gói sản phẩm không kỹ,-1
sách viết logic và khoa học đôi khi ta chẳng thẻ ngừng những việc gây tổn hại cho chính ta có lẽ ta nên ngừng xấu hổ về chính mình rồi lại tìm đến thuốc tê cho những cơn đau do self hatred gây ra sách thực sự hữu ích,1
sản phẩm rửa mặt rất sạch rửa xong nhẹ mặt khônh bị căng khô da,1
sản phẩm chính hãng hình thức gọn gàng dễ sử dụng,1
bìa sách mới bóc ra từ bọc nilong có sẵn vết bẩn đọc qua mấy trang đầu thấy chất lượng bên trong ok giao hàng đúng hẹn,-1
k nên mua vì chất thô cứng xấu,-1
giao hàng nhanh mới thử máy chạy ok còn những lần sau chưa biewst,1
phần đề không có khả năng gắn chặt trên oto mng lưu ý cái này cân nhắc khi mua,-1
sách đẹp nội dung chưa đọc đóng góp cẩn thận giao hàng nhanh giá ưu đãi here now,1
nồi dễ xước chống dính,0
đánh giá không tính điểm giao sản phẩm cũ đã qua sử dụng không thể chấp nhận,-1
đã nhận dc hàng như mô tả tks shop nhiều,1
sản phẩm đúng mô tả giao hàng nhanh chất lượng tốt,1
đề nghị đổi lại hàng bình đã bị méo nhờ shop giải quyết dùm,-1
hàng chính hãng giữ nhiệt tốt dung tích lớn kích thước to và nặng hơn các bình của nhật,1
mình mua 2 cái và dùng rất tốt mua cái lần đầu 230k mua lần 2 là 199k giá tốt xài ok,1
đã nhận hàng và mới dùng 1 lần cảm giác thoải mái vải ko dày cũng ko quá mỏng đi và chạy gần 1 tiếng vẫn ko thấy khó chịu hay nóng,1
đẹp chắn chắn,1
chất lượng mẫu mã đẹp sạc nhanh,1
tôi mua hdd box mà gian hàng gửi tôi cái vỏ với bluetooth adapter này để làm gì,-1
tôi không được nhận bình nước quà tặng như trong hình,-1
sao chuột chỉ có chữ logi mà không có chữ logitech như các chuột khác vậy nhận bản tàu chứ ko phải digiworld khá thất vọng biết thế mua của tiki trading,-1
dddđs,1
sài dc 2 tháng đã bấm ko nhạy và lướt chuột ko như lúc đầu uổng tiền,-1
máy chạy êm thiết kế sang trọng shop gói hàng cẩ thận có điều kiện sẽ mua thêm dễ ủng hộ shop,1
sản phẩm giao đẹp không bóp méo nhưng khâu giao hàng lâu quá nhân viên hỗ trợ trả lời rất lâu,-1
sách được nhma fodngs gói sơ sài quá hazz,1
sách giao rất nhanh ở đn nhưng ngày hôm sau đã nhận được sách đang đọc sách này thấy khá thú vị,1
máy đẹp dùng rất tiện,1
bình thường chất liệu hơi mỏng,0
sản phẩm chiên tốt nhưng nhà sx nên nghiên cứu nhấc được nồi trong ra ngoài để dễ đổ dầu ra và rửa,0
sách có nội dung rất hấp dẫn,1
ok sản phẩm làm sạch tốt giao hàng nhanh,1
mỗi lần nấu là phải đi rửa bình vì đáy bình ra teng đóng bợn lấy tay quệt thử thì phần tay dính bợn mịn nếu để vài lần thì khi rửa đáy bị đục nước uống hơi sợ nguồn nước em lấy từ vòi nước thủy cục trực tiếp cả nước suối lavie aquafina đều bị,-1
xèng về,1
tốt quà tặng kèm đẹp,1
đỉnh chóp ép kiệt nước chất lượng tốt so với giá nhưng nay giảm máy ép cao cấp hơn này luôn còn có 2 2tr ui,1
hợp với giá cả,0
sảm phẩm tốt,1
rất ưng,1
ok đóng gói kỹ,1
mình mua cho bố mẹ bố mẹ rất thích,1
đóng gói cẩn thận chuyên nghiệp durex dùng mỏng mịn xịn đáng tiền,1
hàng hơi dày nên giao hàng date mới hơn chút xài tạm,1
giao ha ng go i qua loa k câ n thâ n nhưng mu a di ch ma giao ha ng dc vui lă m thư nươ c sôi ok k biê t dâ u ăn thi sao co giu đươ c k nha hay k thi chưa biê t,1
sản phẩm rất tệ mình thấy đơn vị bán hàng là tiki trading nên mới mua hàng vì tin tưởng tiki kiểm tra sản phẩm kĩ càng rồi ko ngờ sau khi mua được 3 tháng thì di chuột ko nhạy đã nhờ tiki đem đi bảo hành rồi thì 2 tuần tiếp theo chuột ko di được nữa luôn quá thất vọng,-1
nhanh sp quen dùng,1
cần cải thiện chất lương bề mặt sơn rất dễ bong tróc còn lai thì ok,-1
đồng hồ dùng cũng ổn,0
tốt đáng đồng tiền bát gạo,1
cu ng kha hay đo c cuô n,1
nội dung sách rất hay,1
chất lượng tốt hài lòng,1
đặt đồ giao khăn giấy đảo nha,-1
quá là ok shop ạ,1
gián có chết nhưng không nhiều dùng hết 12 viên vẫn không ăn thua hay tại nhà nhiều gián quá,-1
vừa vặn co giãn tốt giá cả hợp lý,1
màu sắc như ý muốn shop giao hàng nhanh đóng gói cẩn thận hàng tốt trong tầm giá đáng mua lắm shop gửi đúng màu đã chọn shop phúc vụ tốt gửi hàng nhanh ủng hộ shop năm sao,1
sản phẩm dẹp giao hàng nhanh,1
cây lau nhà bị lỗi không bán được nên mới đem tặng khách đồ bỏ,-1
de tang quà chi vay mà khi giao co gói dau xã hk ak tiki lua khách hàng hay sao,-1
sản phẩm chất lượng tốt có ốp nhựa dễ vơ nhưng chấp nhận được,1
ok sản phẩm,0
tiki giao hàng nhanh máy dùng ổn,1
san phẩm đóng gói cẩn thận dùng rất ưng ý,1
sản phẩm tốt giữ nhiệt tốt,1
rất nóng ko hề cách nhiệt tý nào,-1
sp dung quang cao dep du nhiet tot,1
hàng dùng tốt mua tiki yên tâm về chất lượng sẽ ủng hộ mua hàng tiki vì chất lượng như cam kết,1
hàng chính hãng shop phục vụ tốt giao hàng nhanh,1
đe p,1
tiki giao hàng nhanh cuốn này thật sự rất hay phải có lý do nó mới hot tới như vậy có rất nhiều ý tưởng hay và mới về cách thức con người suy nghĩ và phản ứng lại với những vấn đề liên quan đến tiền bạc vì con người vô cùng phức tạp về cảm xúc lẫn suy nghĩ nên có rất nhiều điểm về tâm lý trong cuốn sách cho người đọc những góc nhìn lạ mà trước giờ có thể mình chưa nghĩ tới sách dành cho những người trưởng thành khi bắt đầu công cuộc cơm áo gạo tiền chúc mọi người có thật nhiều điều hay ho sau khi đọc nó,1
chuẩn như hình còn chưa dùng chưa biết chất lượng thế nào,1
lần sau ủng hộ,1
đã sử dụng và mua thêm quần áo mềm thơm nhẹ mùi tinh dầu bưởi,1
đẹp nhìn rất chất lượng,1
sách không được bọc cẩn thận,-1
xài nửa năm chuột hư mất một bên bấm,-1
tạm ổnhujjjjjjjjkkiooooo,0
đèn báo vào pin bị hư chuột nhạy hầu như trên mọi bề mặt,-1
dùng tốt đc 1 tháng sau thì hơi bị lờn nút bấm mình thấy k ăn lắm k biết bảo hành ntn,-1
còn ai cứ đi mua bán lung tung mua đuổi rồi mua trụ và bank thì xin chia buồn,-1
nồi mới nhưng lớp bọc nilon sơ sài phần phích cắm lỏng lẻo nắp đọng khá nhiều nước tuy vậy nấu khá ổn,-1
chất liệu tốt thoáng mát l,1
cực chất lượng,1
cũng tàm tạm nói chung là chống cháy thôi chứ muốn đẹp thì nên bọc lại da ghế,0
rat tien khi xiep va chuyen huong tot khung cung chac,1
nhân viên không gọi điện trước khi giao và để cho người khác khui kiểm tra hàng hóa tôi không hài lòng về vấn đề này,-1
sản phẩm có mẫu mã khá đẹp và tốc độ copy vào usb khá nhanh,1
đỡ mất công ra ngoài mua,-1
nồi chiên mới đem về đã bị lỗi đóng mở không khớp mình nghĩ là bình thường nên ko đổi bây giờ mỗi lần nướng đóng mở phải đẩy vào mạnh rât khó mới đóng đc nhìn thấy vỏ ngoài bị hở ra so với khung bên trong hẳn hoi rất bất tiện mình nghe nói locklock nồi chiên ok mà lại bị như vầy lần sau sẽ ko mua nữa,-1
hàng mỏng sử dụng tốt đúng như quảng cáo sản phẩm như hình,1
quần chất thoải mái nhê,1
mùi hắc không thơm lắm không được như bản cũ,-1
đúng mô tả,1
hàng chất lượng giá cả hạt dẻ tiki giao hàng cực nhanh gặp deal tốt mình mua luôn 12 gói,1
máy chạy quá yếu thất vọng,-1
mình dùng khăn cho bé từ khi mới sinh khăn ko mùi coton nên rất dễ dùng cho bé các mẹ có thể mua nhược điểm hơi nhiều nước dùng mùa đông cho bé thì phải cho vào nước ấm,0
ghi sữa mới nhưng lại giao mẫu cũ date vẫn còn nhưng sản xuất lâu rùi ko fai mã check qr,-1
ok ok ok ok ok,0
tạm được thôi không mua lại,-1
hàng chuẩn để dùng nhiều lân nưaz xem sao,1
tuyệt mua được giá sale,1
giao hàng siêu nhanh qua đặt nay có,1
chất vải mềm mịn thoáng mát giao hàng nhanh hơn dự kiến,1
hàng xịn dùng tốt sẽ ủng hộ tiếp,1
thất vọng về 1 số lỗi xước và ko đẹp,-1
giao hàng nhanh tiki thật mê ly,1
hàng real tốt,1
để nước đá 2 ngày vẫn còn đá tuyệt vời ông mặt trời,1
sách được bọc cẩn thận giao hành nhanh,1
tạm thời hài lòng thời gian sẽ trả lời,0
gia qua tot,1
mới dùng thử giữ nước nóng tương đối ổn nhưng không hiểu sao nắp bình lại bị nóng theo kinh nghiệm sử dụng các bình giữ nhiệt thì như vậy khả năng giữ nhiệt không tốt bình đẹp mà xanh đậm sang trọng,-1
sách hay tiki giáo hàng nhanh sách chất lượng,1
được đẹp nhưng đội ko vừa nên có sai lớn hơn,0
mình dùng win 10 cắm vào máy là nhận driver luôn tuy nhiên khi kết nối với tai nghe bluetooth thì máy bị đơ ko hiêu nguyên nhân do đâu,-1
đóng gói kỹ càng sản phẩm chất lượng giá cả phù hợp phù hợp với nhu cầu sử dụng,1
yes,0
mùi thơm dịu dịu hơi nồng nguyên chất không chứa hóa chất về cơ bản nhìn vào là đã có thiện cảm với thiết kế rồi do tinh dầu nguyên chất phải đựng trong lọ thủy tinh có màu đục để tránh bị ánh nắng mặt trời làm hư shop đã làm đúng khâu này,1
cuốn sách đưa ra những mẫu nhận thức giúp bạn tham khảo để tư duy 1 vấn đề 1 vài lời khuyên,1
5 không nói nhiều,1
cái này có phải là thiếu 3 con ốc không ạ,-1
bếp tốt làm nóng nhanh đơn giản giá cả hợp lý,1
sản phẩm chất lượng tốt rất hài lòng,1
chất lượng tốt chính hãng có cố gắng vận chuyển theo đúng kh,1
a o da ng suông mă c thoa i ma i châ t liê u cotton mê m nhe ma mă c râ t ma t gian chi nh ha ng gia re ma châ t lươ ng la i cư c tô t mua thêm va i ca i mă c dâ n,1
hàng chắc chắn đầm tay kích thước lớn nhà cung cấp uy tín 1 tín nhiệm,1
cũng bình thường sai để hấp lại đồ ăn cũng tạm ổn,0
hàng đẹp đun khá nhanh lưu ý mẫu này sẽ bị nóng bề mặt cần cẩn thận trẻ nhỏ,0
rất tuyệt với tất rất đẹp và dày dặn đúng như hình giao hàng nhanh mọi thứ rất ổn sẽ úng hộ shop,1
sản phẩm khá tốt nhưng lúc vận chuyển cái nắp đã bị nứt hơi buồn,1
âm thanh ổn hơi nóng một xíu,0
nồi bị nứt ko biết tiki giải quyết thế nào đây,-1
hàng không giống mẫu chất lượng kém,-1
rat hai long,1
có thể đổi size nhỏ hơn ko vi mặc quá rộng,0
có có túi bọc gì chỉ có cuốn sách không,-1
gương khá trong nhìn rõ có thể xoay góc dc nên khá tiện,1
váy xinh đẹp mặc đi ngủ rất mát thoải mái nên mua chất vải rất thích màu đẹp,1
mọi thứ vận hành tốt vì là tv thứ 2 của hãng nên hy vọng sẽ bền và ổn định trọng 5 năm tới,1
tiền nào của đấy hàng như vậy tạm ổn,0
nồi sôi chậm chiên lâu,1
sách hay về tư duy phản biện,-1
mình rất ưng sản phẩm,1
sách bọc cẩn thận,1
giao hàng nhanh sách rất ok,1
màu sắc như ý muốn shop giao hàng nhanh đóng gói cẩn thận hàng tốt trong tầm giá đáng mua lắm shop gửi đúng màu đã chọn ở ngoài vải tốt bền shop phúc vụ tốt gửi hàng nhanh ủng hộ 5,1
đúng loại đặt đâu mà đánh giá đảo,-1
bé dùng rất tốt sd từ 6tháng nay 14tháng vẫn dùng tốt,1
từ lúc bạn mình mang bầu đến lúc cháu nó vào nhà trẻ nước mới sôi đóng gói cực kì sơ xài hộp méo mó túi nilon gói cái bình thì bẩn nói vậy thôi chứ giá đó thì ko thể đòi hỏi nhiều,-1
hiệu quả đem lại khá bất ngờ vì đặt chỗ nào là chỗ nấy kh thấy gián nữa kh biết được vậy lâu kh nhưng trước mắt thì rất ổn,1
chưa khui thùng nhưng giao hàng trước thời hạn bao bì đóng gói rất cẩn thận like,0
sản phẩm tương đối có thể vừa túi tiền giao hàng nhanh,0
sản phẩm mới mua mới bóc khỏi hộp thấy bìa bị sước thế này shop bán hàng không rõ là vì đâu nhưng sách mua để tặng thế này thì chịu rồi,-1
san phâ m co dung ti ch lơ n bình đe p nhưng miê ng bình nhỏ có mùi như a nhưng chă c ko sao còn châ t lươ ng se đánh giá sau,0
ưu điểm thiết kế trang nhã lịch sự dây xách chắc chắn giữ nhiệt tốt thiếu xót bên nhà bán đóng gói sơ sài khi đến tay khách hàng trên thân bình đã xuất hiện những vết xước bị tróc sơn,1
mua sản phẩm dùng lần đầu tiên đã bị lỗi nóng máy nóng củ sạc tiki từ chối đổi trả vì ko còn vỏ hộp chỉ xử lý bảo hành nhưng thời gian bảo hành 30 60 ngày có thể lâu hơn gọi điện lên tổng đài 2 3 lần mới được xử lý thu hồi sản phẩm kiểm tra cũng không thông báo lỗi gì sửa gì được 1 cái email như này,-1
tuyệt vời ông mặt trời,1
hàng thơm các bé ăn rất ngon,1
mức độ dùng được và tạm ổn,0
ok hơi khó vệ sinh nhưng dùng chiên cá viên bò viên rất tốt,1
giao hàng nhanh ạ mình đặt tối hôm qua nay đã nhận hàng sữa rửa mặt thì dịu nhẹ nên không lo bị kích ứng gì cả,1
tác phẩm không tâm đắt như tôi nghĩ,-1
ok nên mua,1
fghjgc bình thường hbbhnb,0
giao hàng nhanh đúng như mô tả,1
máy dùng tốt nhưng bây h bị hư rồi thì liên hệ bảo hành thế nào ạ,1
sach dep noi dung hay,1
tốt bền dầy,1
đúng sản phẩm nhưng shop không khoan lổ nếu kh có máy khoan thì làm sao lắp được đây,1
sài củng ok,1
hàng tốt xem được điểm mù,1
đẹp chắc chắn đầu tay hơi lỏng dù đã vặn chặt ốc vít,1
hihi,1
sách giao nhanh và đẹp lắm nha mng mình xem rv thấy ổn áp nên mình mua,1
tốt rẻ giao nhanh,1
mới dùng 1 lần thấy cũng ổn,0
shop giao nhanh đủ hàng tinh dầu thơm rất hài lòng,1
cáp chắc chắn sạc pin khá nhanh,1
hàng giao đúng hẹn sử dụng ổn không bị lỗi lầm gì,1
dùng rất tốt chắc chắn,1
quần size lớn quá không mặc vừa shop đổi lại size nhỏ được không,-1
cảm thấy ổn đang sử dụng,0
hàng giống hình nhưng cây lau hơi yếu,0
sản phẩm chất lượng ok so với giá tiền giao hàng nhanh,-1
sản phẩn dùng tốt,1
lắp bình chán quá lắp vào toàn bị lệch khó lắp,-1
sản phẩm dùng rất thích còn mới toanh nguyên hộp đóng gói cẩn thận,1
ngon béo phù hợp cho người thích cafe sữa đậm đà,1
xài tốt đóng gói sản phẩm đẹp,1
sản phẩm đúng mô tả nhưng khó vệ sinh do nắp và thân k thể tháo rời rất hao dầu nếu dùng trong gia đình mình khuyên k nên mua,1
hàng dùng tốt đạo hàng nhanh,1
hàng bọc kĩ càng mà áp dụng mã vào thì rất rẻ nên mua nha mn,1
hàng quá đỉnh và rẻ luôn nhé đúng chuẩn mùi mình thích mùi kiểu dịu mát không nồng với mức giá như vậy là quá okkk luôn,1
đã nhận được sản phẩm nhưng không nhận được quà tặng đi kèm như thông tin bán hàng tiki vui lòng xem lại có sai sót hay không hoặc có nhầm lẫn gì về thông tin quà tặng không cám ơn,-1
tốt rất tốt giao hơi lâu giao quá chậm,0
vui lòng kiểm tra lại giúp mình mua tổng cộng 30 chai thành tiền 1 969 000 đã thành toán đã giao hàng thành công nhưng khi nhận xong mới khui hàng thì phát hiện chỉ có 1 chai duy nhất xin vui lòng kiểm tra phản hồi tình trạng này gấp xin cảm ơn tổng của mình 2 đơn đơn hàng 930110963 đơn hàng 587199319 mình đã thanh toán tổng cộng 3 938 000 vui lòng kiểm tra gởi hàng bù giúp tổng số lượng cần bù 58 chai,-1
mình đặt 2 đen 2 trắng đã thanh toán online nhưng shop chỉ giao 1 đen 1 vàng làm ăn kỳ cục,-1
sản phẩm giao ko đúng màu size 2xl mà quá nhỏ nam 75kg mặc ko vừa áo chỉ bị rách quá tệ,-1
chuột dùng nhạy ổn nhưng kiểu dáng chuột khiến tay cầm không được thoải mái,-1
trị sạch gàu ngay lần gội đầu tiên,1
sách rách xấu rất thất vọng khi mua sách trên tiki,-1
giao hơi chậm so với những đợt trước,-1
mới sài chưa biết như thế nào,0
mùi hơi ngộ nha,1
hàng ok giao hành nhanh,1
đẹp nhanh,1
hàng chất lượng so với giá tiền sử dụng ổn định hơi mạnh,1
mình mới mua được tầm 4 5 hôm giữ nhiệt ok nhưng tới ngày thứ 6 sau nắp mình bị bung ra luôn ời có chính sách đổi trả ko ạ,-1
hàng chất lượng giao nhanh 5 sao nhé,1
tạm ổn quay máy giặt ok,0
ok giao hàng nhanh phí hàng cồng kềnh hơi cao,0
đặt quạt có điều khiển từ xa nhưng nhận quạt thật lại ko có,-1
giao hàng nhanh cuốn sách nhìn chung ổn,1
hàng rất ok nha,1
sách vừa đọc vừa rớt lia chia vậy đây hôm nay mới đem ra đọc được gàn 3 chương thì đã rớt ra đến trang 99 quá thất vọng về chất lượng cuốn sách,-1
cuốn sách rất đáng đọc,1
nội dung hay nhưng để áp dụng được hết thì chắc khó khăn nhưng nếu thật sự làm được thì tuyệt vời mình cũng từng nghĩ mình mê đọc tiểu thuyết hay trinh thám là bình thường cho đến khi mình đọc được cuốn sách này dù mình cũng được gọi là con nghiện sách nhưng vẫn thấy ổn,1
càng dùng mặt càng nổi mụn,-1
áo chất vải đẹp thấm hút môf hôi tốt form đẹp chuẩn size giá cả hợp lý,1
aaa,1
ủa cái này đòi chụp ảnh để review là tôi phải chụp khúc nào chịu luôn,1
nước xả dùng cũng tạm được mình ít dùng nước xả nhưng lần này mua thấy mùi cũng tạm ổn ko nồng lắm,0
sp rất ok gửi hàng nhanh,1
tốt để 2 ngày chưa tan hết đá,1
mình mới mua đã bị hỏng cho mình xin thông tin bảo hành với ạ,-1
nghe được 1 bên tai thui chán,-1
nồi khá phù hợp với gia đình vành nhiệt hơi nhỏ cách nhiệt thân nồi kém nên nhiệt không đều lắm quá trình chiên phải thường xuyên đảo sp nếu tháo được nắp ra để vệ sinh thì tốt tuy nhiên với mức giá dưới 700k thì các vấn đề trên là chấp nhận được,1
bình giữ nhiệt kém mình cho nước nóng vào mag vỏ bình nóng ran mong tiki giải quyết giúp ạ,-1
bình to sang xịn dùng rất thích,1
có dấu hiệu đã qua sử dụng,-1
rất chắc chắn đầy đủ phụ kiện giao hàng nhanh hơn 1 ngày so với lịch,1
giao thiếu quà tặng ko giải quyết tiki làm tôi quá thất vọng,-1
mùi xoài cũng ok lắm ạ lựa mãi mới được mùi mà mình thích luôn á chòi,1
bình giữ nhiệt tốt dày dặn đáy bằng cao su nên k sợ trơn,1
tuyệt vời rất tiện dụng,1
sp đóng gói tốt giao hàng nhanh chất lượng ok nhưng túi quần hơi nông,1
nội dung cũng tạm,0
vải đẹp nhưng mà size s của hãng này to hơn size m của mấy hàng khác nhà sản xuất vn mà lấy size của mĩ thế này thì qua mĩ bán là vừa nhé,0
quần mặc mát lắm,1
hàng chất lượng giá lại rất ok mình đã mua nhiều lần rồi đâm ra nghiện đồ ăn của gufood mất,1
mỗi tội giá hơi cao so với nhiều sản phảm của hãng khác,-1
hàng chất lượng gắn lên màn 27 inch okay,1
giao nhanh milo uống ngon,1
quên nhìn dung tích chai hơi to nhưg đẹp lắm ạ,1
nên đọc đối với ai hay nói chuyện nhạt nhẽo,1
